GSL_ID,NAME,SUB_NAME,ADDR,CITY,STATE,ZIP,TYPE_CNTRL,YR_1,NBD_1,NBR_1,DRATE_1,AVG_1,YR_2,NBD_2,NBR_2,DRATE_2,AVG_2,YR_3,NBD_3,NBR_3,DRATE_3,AVG_3,FLAG_1,FLAG_2,PRGMS,CONG_DIST,REGION
002718,ELMIRA COLG,,PARK PL,ELMIRA,NY,14901,4 yr/Priv,94,        24,       354,   6.8,,93,        22,       303,   7.3,,92,        16,       296,   5.4,,,,F,34,02
010286,SUNY EMPIRE STATE COLG,,2 UNION AVE,SARATOGA SPRINGS,NY,12866,5 yr/Pub,94,        32,       474,   6.8,,93,        44,       462,   9.5,,92,        43,       457,   9.4,,,,F,24,02
007304,CULINARY INSTITUTE OF AMERICA,,PO BOX 53,HYDE PARK,NY,12538,2 yr/Priv,94,        59,       888,   6.6,,93,        65,       868,   7.5,,92,        57,       949,   6.0,,,,F,22,02
007273,"CUNY, BERNARD M BARUCH COLLEGE",,17 LEXINGTON AVENUE,NEW YORK,NY,10010,5 yr/Pub,94,        32,       485,   6.6,,93,        20,       402,   5.0,,92,        42,       390,  10.8,,,,B,14,02
002812,TROCAIRE COLG,,110 RED JACKET PKY,BUFFALO,NY,14220,2 yr/Priv,94,        21,       319,   6.6,,93,        23,       275,   8.4,,92,        31,       279,  11.1,,,,F,30,02
002744,KEUKA COLG,,,KEUKA PARK,NY,14478,4 yr/Priv,94,        12,       185,   6.5,,93,        10,       177,   5.6,,92,         7,       171,   4.1,,,,F,34,02
006438,BETH ISRAEL MEDICAL CENTER BETH ISR,AEL SCH OF NURSING,317 E 17TH ST,NEW YORK,NY,10003,2 yr/Priv,94,         1,        24,   6.5,*,93,         1,        21,   5.9,*,92,         2,        17,   5.2,*,,,F,08,02
006445,CROUSE IRVING MEMORIAL HOSPITAL SCH,L OF NURSING,736 IRVING AVE,SYRACUSE,NY,13210,2 yr/Priv,94,         4,        64,   6.3,,93,         3,        53,   5.7,,92,         5,        60,   8.3,,,,F,27,02
002760,MANHATTANVILLE COLLEGE,,2900 PURCHASE ST,PURCHASE,NY,10577,5 yr/Priv,94,        11,       175,   6.3,,93,        10,       183,   5.5,,92,        20,       196,  10.2,,,,F,18,02
002841,"SUNY COLLEGE, BROCKPORT",,**,BROCKPORT,NY,14420,4 yr/Pub,94,        76,      1202,   6.3,,93,        59,      1027,   5.7,,92,        53,      1081,   4.9,,C,,D,29,02
002883,UTICA COLLEGE OF SYRACUSE UNIVERSIT,Y,1600 BURRSTONE ROAD,UTICA,NY,13502,4 yr/Priv,94,        34,       543,   6.3,,93,        21,       542,   3.9,,92,        23,       485,   4.7,,,,B,23,02
002666,ADELPHI UNIVERSITY,,SOUTH AVENUE,GARDEN CITY,NY,11530,5 yr/Priv,94,        64,      1032,   6.2,,93,        75,      1336,   5.6,,92,       104,      1559,   6.7,,,,F,04,02
002722,FORDHAM UNIVERSITY,,EAST FORDHAM ROAD,BRONX,NY,10458,5 yr/Priv,94,       131,      2098,   6.2,,93,       110,      1954,   5.6,,92,       124,      2142,   5.8,,,,F,17,02
002775,MOLLOY COLLEGE,,1000 HEMPSTEAD AVE,ROCKVILLE CENTRE,NY,11570,4 yr/Priv,94,        14,       225,   6.2,,93,        13,       171,   7.6,,92,        13,       176,   7.4,,,,F,04,02
002768,MARYMOUNT COLLEGE,,NEPERN ROAD,TARRYTOWN,NY,10591,4 yr/Priv,94,        11,       181,   6.1,,93,        18,       199,   9.0,,92,        16,       204,   7.8,,,,B,20,02
012427,ERIE CMNTY COLG SOUTH CAMPUS,,4140 SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127,2 yr/Pub,94,        16,       265,   6.0,,93,        22,       219,  10.0,,92,        20,       214,   9.3,,,,F,30,02
002785,NEW YORK UNIVERSITY,,"25 WEST 4TH STREET, 1ST FLR",NEW YORK,NY,10012,5 yr/Priv,94,       359,      5971,   6.0,,93,       315,      5781,   5.4,,92,       358,      6606,   5.4,,,,B,08,02
002823,ST JOHNS UNIV,,GRAN CENTRAL & UTOPIA PKY,JAMAICA,NY,11439,5 yr/Priv,94,       164,      2719,   6.0,,93,       162,      2551,   6.4,,92,       167,      2610,   6.4,,,,F,07,02
002847,"SUNY COLLEGE, ONEONTA",,**,ONEONTA,NY,13820,5 yr/Pub,94,        49,       830,   5.9,,93,        32,       691,   4.6,,92,        27,       565,   4.8,,,,F,23,02
002681,CANISIUS COLLEGE,,2001 MAIN STREET,BUFFALO,NY,14208,5 yr/Priv,94,        55,       944,   5.8,,93,        51,       882,   5.8,,92,        57,       929,   6.1,,,,F,30,02
011678,SUNY INSTITUTE OF TECHNOLOGY AT UTI,CA/ROME,**,UTICA,NY,13504,5 yr/Pub,94,        23,       394,   5.8,,93,        13,       291,   4.5,,92,        10,       300,   3.3,,,,B,23,02
002848,SUNY COLG OSWEGO,,,OSWEGO,NY,13126,5 yr/Pub,94,        62,      1094,   5.7,,93,        49,      1098,   4.5,,92,        39,      1077,   3.6,,,,F,29,02
006448,ELLIS HOSPITAL SCHL OF NURSING,,1101 NOTT ST,SCHENECTADY,NY,12308,3 yr/Priv,94,         2,        13,   5.6,*,93,         0,        10,   0.0,*,92,         0,        13,   1.9,*,,,F,23,02
002700,COLGATE ROCHESTER DIVINITY SCHL BEX,LEY HALL CROZER SMRY,1100 S GOODMAN ST,ROCHESTER,NY,14620,5 yr/Priv,94,         2,        18,   5.6,*,93,         0,        19,   4.5,*,92,         2,        34,   5.9,,,,F,29,02
009248,SAMARITAN HOSPTIAL SCHOOL OF NURSIN,G,2215 BURDETT AVE,TROY,NY,12180,2 yr/Priv,94,         3,        27,   5.6,*,93,         0,        21,   5.2,*,92,         1,        23,   6.8,*,,,F,21,02
008495,JAMESTOWN BUSINESS COLLEGE,,7 FAIRMOUNT AVE,JAMESTOWN,NY,14701,2 yr/Prop,94,         5,        89,   5.6,,93,         4,       103,   3.9,,92,         7,       104,   6.7,,,,B,31,02
002740,JEWISH THEOLOGICAL SEMINARY OF AMER,ICA,3080 BROADWAY,NEW YORK,NY,10027,5 yr/Priv,94,         3,        54,   5.6,,93,         2,        56,   3.6,,92,         3,        53,   5.7,,,,F,15,02
022178,MOUNT VERNON HOSPITAL SCHOOL OF NUR,SING,53 VALENTINE ST,MOUNT VERNON,NY,10550,2 yr/Priv,94,         2,        36,   5.6,,93,         1,        16,   4.2,*,92,         0,        24,   5.4,*,,,F,17,02
002832,ST THOMAS AQUINAS COLG,,RT 340,SPARKILL,NY,10976,4 yr/Priv,94,        12,       213,   5.6,,93,        18,       191,   9.4,,92,        18,       188,   9.6,,,,F,22,02
002705,COLLEGE OF SAINT ROSE,,432 WESTERN AVE,ALBANY,NY,12203,5 yr/Priv,94,        36,       657,   5.5,,93,        34,       656,   5.2,,92,        24,       650,   3.7,,,,F,21,02
002758,MANHATTAN COLLEGE,,4513 MANHATTAN COLLEGE PKWY,BRONX,NY,10471,5 yr/Priv,94,        30,       543,   5.5,,93,        19,       544,   3.5,,92,        18,       484,   3.7,,,,B,17,02
002901,WELLS COLLEGE,,**,AURORA,NY,13026,4 yr/Priv,94,         6,       109,   5.5,,93,         6,       106,   5.7,,92,         1,        91,   1.1,,,,F,31,02
002731,HOBART & WILLIAM SMITH COLLEGES,,PULTENEY STREET,GENEVA,NY,14456,4 yr/Priv,94,        14,       259,   5.4,,93,        13,       223,   5.8,,92,         7,       209,   3.3,,,,F,27,02
002837,"SUNY, BUFFALO",,"3435 MAIN ST, ABBOTT ANNEX",BUFFALO,NY,14214,5 yr/Pub,94,       174,      3208,   5.4,,93,       155,      3185,   4.9,,92,       181,      3298,   5.5,,,,B,30,02
004765,"CUNY, GRADUATE SCHOOL & UNIVERSITY",CENTER,33 WEST 42ND STREET,NEW YORK,NY,10036,5 yr/Pub,94,         7,       133,   5.3,,93,        11,       162,   6.8,,92,        10,       182,   5.5,,,,B,08,02
012203,MEMORIAL HOSPITAL SCHL OF NURSING,,600 NORTHERN BLVD,ALBANY,NY,12204,2 yr/Priv,94,         2,        38,   5.3,,93,         4,        30,  13.3,,92,         2,        17,   4.2,*,,,F,21,02
006473,"ST VINCENT'S HOSPITAL, SCHOOL OF NU",RSING,27 CHRISTOPHER ST,NEW YORK,NY,10014,2 yr/Priv,94,         2,        38,   5.3,,93,         2,        29,   5.2,*,92,         1,        23,   2.2,*,,,F,08,02
002838,SUNY STONY BROOK,,POB 7126,STONY BROOK,NY,11790,5 yr/Pub,94,        78,      1468,   5.3,,93,        91,      1778,   5.1,,92,       132,      1755,   7.5,,,,F,01,02
002765,MARIST COLLEGE,,82 NORTH RD,POUGHKEEPSIE,NY,12601,5 yr/Priv,94,        34,       655,   5.2,,93,        39,       579,   6.7,,92,        35,       632,   5.5,,,,F,19,02
002835,"SUNY, ALBANY",,1400 WASHINGTON AVE,ALBANY,NY,12203,5 yr/Pub,94,        99,      1922,   5.2,,93,       101,      1726,   5.9,,92,        93,      1612,   5.8,,,,F,21,02
002709,CONCORDIA COLLEGE,,171 WHITE PLAINS ROAD,BRONXVILLE,NY,10708,4 yr/Priv,94,         5,        98,   5.1,,93,         5,        79,   6.3,,92,         6,        73,   8.2,,,,F,18,02
002729,HARTWICK COLLEGE,,**,ONEONTA,NY,13820,4 yr/Priv,94,        12,       234,   5.1,,93,         3,       197,   1.5,,92,         5,       207,   2.4,,,,F,23,02
002843,"SUNY COLLEGE, CORTLAND",,MILLER ADMINISTRATION BUILDING,CORTLAND,NY,13045,5 yr/Pub,94,        56,      1088,   5.1,,93,        40,       942,   4.2,,92,        36,       953,   3.8,,,,B,25,02
021820,INSTITUTE OF ALLIED MEDICAL PROF NU,CLEAR MED TECH,"106 CENTRAL PARK, S, STE 23D",NEW YORK,NY,10019,1 yr/Priv,94,         0,        13,   5.1,*,93,         2,        33,   6.1,,92,         3,        52,   5.8,,,,F,14,02
010540,BLANTON-PEALE GRADUATE INSTITUTE,,3 WEST 29TH STREET,NEW YORK,NY,10001,3 yr/Priv,94,         1,         5,   5.0,*,93,         0,         8,   0.0,*,92,         0,         7,   0.0,*,,,F,08,02
023065,PROFESSIONAL BUSINESS INSTITUTE,,125 CANAL ST,NEW YORK,NY,10002,1 yr/Prop,94,         1,         8,   5.0,*,93,         0,         9,  22.2,*,92,         0,         3,  43.5,*,C,,,12,02
026149,ULTRASOUND DIAGNOSTIC SCHOOL,,2269 SAW MILL RIVER RD,ELMSFORD,NY,10523,1 yr/Prop,94,         4,        80,   5.0,,93,         3,        75,   4.0,,92,         6,       100,   6.0,,,,B,20,02
002896,VILLA MARIA COLLEGE OF BUFFALO,,240 PINE RIDGE RD,BUFFALO,NY,14225,2 yr/Priv,94,         5,       100,   5.0,,93,         8,       107,   7.5,,92,        13,        99,  13.1,,,,F,30,02
006435,ARNOT OGDEN MEDICAL CENTER SCHOOL O,F NURSING,600 ROE AVE,ELMIRA,NY,14905,2 yr/Priv,94,         2,        41,   4.9,,93,         0,        38,   0.0,,92,         3,        49,   6.1,,,,B,31,02
002734,HOUGHTON COLG,,,HOUGHTON,NY,14744,4 yr/Priv,94,        15,       305,   4.9,,93,         5,       268,   1.9,,92,         7,       262,   2.7,,,,F,31,02
002668,ALFRED UNIVERSITY,,26 N MAIN ST,ALFRED,NY,14802,5 yr/Priv,94,        22,       461,   4.8,,93,        24,       453,   5.3,,92,        13,       455,   2.9,,,,F,31,02
002825,ST JOSEPH'S COLLEGE,,245 CLINTON AVE,BROOKLYN,NY,11205,4 yr/Priv,94,        14,       294,   4.8,,93,         9,       253,   3.6,,92,        16,       273,   5.9,,,,F,10,02
002892,US MERCHANT MARINE ACDMY,,,KINGS POINT,NY,11024,4 yr/Pub,94,         3,        63,   4.8,,93,         3,        30,  10.0,,92,         0,        52,   0.0,,,,F,08,02
002667,DOWLING COLLEGE,,IDLE HOUR BLVD,OAKDALE,NY,11769,5 yr/Priv,94,        40,       848,   4.7,,93,        33,       712,   4.6,,92,        30,       592,   5.1,,,,B,02,02
002732,HOFSTRA UNIV,,1000 FULTON AVE,HEMPSTEAD,NY,11550,5 yr/Priv,94,       101,      2214,   4.6,,93,        81,      2025,   4.0,,92,        97,      2155,   4.5,,,,F,04,02
002806,ROCHESTER INSTITUTE OF TECHNOLOGY,,ONE LOMB MEMORIAL DR,ROCHESTER,NY,14623,5 yr/Priv,94,        96,      2086,   4.6,,93,        92,      1988,   4.6,,92,       104,      2191,   4.7,,,,B,28,02
009479,ST VINCENTS MEDICAL CENTER OF RICHM,OND SCHL OF NURSING,2 GRIDLEY AVE,STATEN ISLAND,NY,10303,2 yr/Priv,94,         0,        22,   4.6,*,93,         0,        16,   7.7,*,92,         3,        27,   8.0,*,,,F,14,02
012589,"ERIE COUNTY BOCES NO 1, SCHOOL OF P",RACTICAL NURSING,2 PLEASANT AVE W,LANCASTER,NY,14086,1 yr/Pub,94,         4,        89,   4.5,,93,         9,        89,  10.1,,92,         2,        71,   2.8,,,,F,30,02
002836,"SUNY, BINGHAMTON",,"VESTAL PARKWAY, EAST",BINGHAMTON,NY,13901,5 yr/Pub,94,        57,      1278,   4.5,,93,        66,      1221,   5.4,,92,        64,      1186,   5.4,,,,B,26,02
002839,"SUNY, UNIVERSITY OF NY HLTH SCIENCE", CENTER AT BROOKLYN,450 CLARKSON AVE,BROOKLYN,NY,11203,5 yr/Pub,94,        13,       291,   4.5,,93,         6,       322,   1.9,,92,        12,       382,   3.1,,,,F,11,02
002882,SYRACUSE UNIV,,,SYRACUSE,NY,13210,5 yr/Priv,94,       139,      3088,   4.5,,93,       156,      3060,   5.1,,92,       164,      3360,   4.9,,,,F,27,02
002821,ST JOHN FISHER COLLEGE,,3690 EAST AVENUE,ROCHESTER,NY,14618,5 yr/Priv,94,        21,       473,   4.4,,93,        21,       429,   4.9,,92,        18,       472,   3.8,,,,F,28,02
002844,SUNY COLG FREDONIA,,,FREDONIA,NY,14063,5 yr/Pub,94,        36,       816,   4.4,,93,        42,       812,   5.2,,92,        33,       803,   4.1,,,,F,34,02
002849,"SUNY COLLEGE, PLATTSBURGH",,BEEKMAN STREET,PLATTSBURGH,NY,12901,5 yr/Pub,94,        43,       981,   4.4,,93,        30,       879,   3.4,,92,        36,       969,   3.7,,,,B,24,02
002784,NEW YORK MEDICAL COLLEGE,,ELMWOOD HALL,VALHALLA,NY,10595,5 yr/Priv,94,        12,       279,   4.3,,93,        14,       434,   3.2,,92,        15,       430,   3.5,,,,F,19,02
006463,ST JAMES MERCY HOSPITAL SCHL OF NUR,SING,440 MONROE AVE,HORNELL,NY,14843,3 yr/Priv,94,         0,         9,   4.3,*,93,         0,        17,   5.7,*,92,         2,        21,   8.5,*,,,F,34,02
021347,KINGS COUNTY HOSPITAL CTR SCH OF AN,ESTHESIA FOR NURSES,"451 CLARKSON AVE, T BLDG",BROOKLYN,NY,11203,5 yr/Priv,94,         1,        13,   4.2,*,93,         0,         4,   5.9,*,92,         0,         7,  11.8,*,,,F,11,02
003979,COLUMBIA UNIVERSITY TEACHERS COLLEG,E,525 W 120TH ST - BOX 21,NEW YORK,NY,10027,5 yr/Priv,94,        27,       647,   4.2,,93,        20,       666,   3.0,,92,        31,       764,   4.1,,,,B,15,02
002805,ROBERTS WESLEYAN COLLEGE,,2301 WESTSIDE DR,ROCHESTER,NY,14624,4 yr/Priv,94,        10,       236,   4.2,,93,        10,       252,   4.0,,92,        11,       245,   4.5,,,,B,29,02
002842,"SUNY COLLEGE, BUFFALO",,1300 ELMWOOD AVE,BUFFALO,NY,14222,4 yr/Pub,94,        50,      1197,   4.2,,93,        64,      1053,   6.1,,92,        82,      1143,   7.2,,,,F,29,02
002850,"SUNY COLLEGE, POTSDAM",,PIERREPOINT AVENUE,POTSDAM,NY,13676,5 yr/Pub,94,        33,       790,   4.2,,93,        44,       742,   5.9,,92,        40,       790,   5.1,,,,B,24,02
003978,RABBINICAL SEMINARY OF AMERICA,,92-15 69TH AVE,FOREST HILLS,NY,11375,5 yr/Priv,94,         0,         6,   4.2,*,93,         0,         8,   3.3,*,92,         1,        10,   2.7,*,,,F,09,02
002783,NEW YORK LAW SCHOOL,,57 WORTH STREET,NEW YORK,NY,10013,5 yr/Priv,94,        20,       483,   4.1,,93,        28,       477,   5.9,,92,        20,       465,   4.3,,,,F,08,02
002890,UNION THEOLOGICAL SEMINARY,,3041 BROADWAY & WEST 120TH ST,NEW YORK,NY,10027,5 yr/Priv,94,         2,        49,   4.1,,93,         1,        61,   1.6,,92,         5,        71,   7.0,,,,F,15,02
002739,ITHACA COLLEGE,,DANBY ROAD,ITHACA,NY,14850,5 yr/Priv,94,        39,       986,   4.0,,93,        38,      1080,   3.5,,92,        40,       993,   4.0,,,,F,26,02
002810,RUSSELL SAGE COLLEGE,,45 FERRY STREET,TROY,NY,12180,5 yr/Priv,94,        19,       470,   4.0,,93,        20,       440,   4.5,,92,        16,       454,   3.5,,,,F,21,02
002817,ST BONAVENTURE UNIVERSITY,,,ST. BONAVENTURE,NY,14778,5 yr/Priv,94,        21,       529,   4.0,,93,        24,       550,   4.4,,92,        29,       559,   5.2,,,,F,31,02
002803,RENSSELAER POLYTECHNIC INSTITUTE,,110 EIGHTH ST,TROY,NY,12181,5 yr/Priv,94,        44,      1115,   3.9,,93,        47,      1102,   4.3,,92,        39,      1158,   3.4,,,,B,21,02
002851,"SUNY, COLLEGE OF ENVIRONMENTAL SCIE",NCES,**,SYRACUSE,NY,13210,5 yr/Pub,94,        10,       265,   3.8,,93,         5,       239,   2.1,,92,         7,       234,   3.0,,,,F,25,02
002703,COLLEGE OF MOUNT SAINT VINCENT,,6301 RIVERDALE AVENUE,RIVERDALE,NY,10471,5 yr/Priv,94,         6,       164,   3.7,,93,        16,       168,   9.5,,92,         9,       142,   6.3,,,,F,17,02
002748,LEMOYNE COLLEGE,,LEMOYNE HEIGHTS,SYRACUSE,NY,13214,4 yr/Priv,94,        16,       448,   3.6,,93,        18,       406,   4.4,,92,        10,       386,   2.6,,,,F,25,02
002779,NAZARETH COLG OF ROCHESTER,,4245 EAST AVE,ROCHESTER,NY,14610,5 yr/Priv,94,        17,       483,   3.5,,93,        28,       603,   4.6,,92,        15,       630,   2.4,,,,F,29,02
002699,CLARKSON UNIVERSITY,,4 CLARKSON AVENUE,POTSDAM,NY,13699,5 yr/Priv,94,        24,       711,   3.4,,93,        24,       781,   3.1,,92,        29,       842,   3.4,,,,B,24,02
002894,UNIVERSITY OF ROCHESTER,,S & A BUILDING,ROCHESTER,NY,14627,4 yr/Priv,94,        38,      1110,   3.4,,93,        45,      1223,   3.7,,92,        45,      1283,   3.5,,,,B,28,02
002677,BROOKLYN LAW SCHOOL,,250 JORALEMON STREET,BROOKLYN,NY,11201,5 yr/Priv,94,        18,       545,   3.3,,93,        17,       440,   3.9,,92,         9,       460,   2.0,,,,F,10,02
002829,ST LAWRENCE UNIVERSITY,,VILAS HALL,CANTON,NY,13617,5 yr/Priv,94,         9,       279,   3.2,,93,        11,       235,   4.7,,92,         9,       229,   3.9,,,,B,24,02
021916,TORAH TEMIMAH TALMUDICAL SEMINARY,,507 OCEAN PARKWAY,BROOKLYN,NY,11218,4 yr/Priv,94,         0,        11,   3.2,*,93,         1,        16,   4.5,*,92,         0,         4,   0.0,*,,,F,09,02
002708,BARNARD COLLEGE,,606 WEST 120TH STREET,NEW YORK,NY,10027,4 yr/Priv,94,        10,       325,   3.1,,93,         9,       312,   2.9,,92,        15,       318,   4.7,,,,F,15,02
002707,COLUMBIA UNIVERSITY,,116 ST & BROADWAY,NEW YORK,NY,10027,5 yr/Priv,94,       123,      3913,   3.1,,93,       142,      4303,   3.3,,92,       114,      3465,   3.3,,,,F,15,02
007026,"CUNY, MOUNT SINAI SCHOOL OF MEDICIN",E,ONE GUSTAVE L LEVY PL BOX 1002,NEW YORK,NY,10029,5 yr/Pub,94,         4,       128,   3.1,,93,         0,       165,   0.0,,92,         0,       184,   0.0,,,,F,,02
002845,SUNY COLG GENESEO,,WADSWORTH ST,GENESEO,NY,14454,5 yr/Pub,94,        16,       521,   3.1,,93,         9,       475,   1.9,,92,        10,       526,   1.9,,,,F,31,02
002715,EASTMAN DENTAL CENTER,,625 ELMWOOD AVE,ROCHESTER,NY,14620,2 yr/Priv,94,         0,         4,   3.1,*,93,         0,        10,   2.7,*,92,         1,        18,   2.5,*,,,F,29,02
004815,SISTERS OF CHARITY HOSPITAL SCHOOL,OF NURSING,2157 MAIN ST,BUFFALO,NY,14214,2 yr/Priv,94,         1,        33,   3.0,,93,         6,        31,  19.4,,92,         3,        40,   7.5,,,,F,30,02
002903,YESHIVA UNIV,,500 W 185TH ST,NEW YORK,NY,10033,5 yr/Priv,94,        31,      1018,   3.0,,93,        37,       834,   4.4,,92,        36,       777,   4.6,,,,F,16,02
002711,"CORNELL UNIVERSITY, ENDOWED COLLEGE",S,130 DAY HALL,ITHACA,NY,14850,5 yr/Priv,94,        76,      2624,   2.9,,93,        58,      2643,   2.2,,92,        56,      2806,   2.0,,,,B,26,02
025408,GLOBE INSTITUTE OF TECHNOLOGY,,"291 BROADWAY, 2ND FLR",NEW YORK,NY,10007,1 yr/Prop,94,         6,       207,   2.9,,93,        10,       140,   7.1,,92,         4,       171,   2.3,,,,B,08,02
006443,ST JOHNS RIVERSIDE HOSPITAL COCHRAN, SCHOOL OF NURSING,967 N BROADWAY,YONKERS,NY,10701,2 yr/Priv,94,         0,        24,   2.8,*,93,         0,        27,   4.2,*,92,         2,        20,   7.7,*,,,F,17,02
006456,MILLARD FILLMORE HOSPITAL SCHOOL OF, NURSING,3 GATES CIR,BUFFALO,NY,14209,3 yr/Priv,94,         1,        40,   2.5,,93,         1,        17,   8.0,*,92,         2,        21,  10.0,*,,,F,30,02
002887,ALBANY MEDICAL COLG,,43 NEW SCOTLAND AVE,ALBANY,NY,12208,5 yr/Priv,94,         4,       178,   2.2,,93,         2,       202,   1.0,,92,         3,       218,   1.4,,,,F,21,02
007466,LABORATORY INSTITUTE OF MERCHANDISI,NG,12 E 53RD ST,NEW YORK,NY,10022,4 yr/Prop,94,         1,        46,   2.2,,93,         5,        45,  11.1,,92,         3,        36,   8.3,,,,B,14,02
002816,SIENA COLG,,RT 9,LOUDONVILLE,NY,12211,4 yr/Priv,94,        12,       550,   2.2,,93,        17,       568,   3.0,,92,        23,       606,   3.8,,,,F,23,02
012091,BAYLEY SETON HOSPITAL PHYSICIAN'S A,SSIST TRAINING PROG,BAY ST & VANDERBILT AVE,STATEN ISLAND,NY,10304,2 yr/Priv,94,         0,        10,   2.2,*,93,         0,        14,   3.7,*,92,         1,        22,   3.2,*,,,F,13,02
002701,COLGATE UNIVERSITY,,13 OAK DRIVE,HAMILTON,NY,13346,5 yr/Priv,94,         6,       280,   2.1,,93,         8,       280,   2.9,,92,         5,       284,   1.8,,,,F,23,02
006461,"ST ELIZABETH HOSPITAL, SCHOOL OF NU",RSING,2215 GENESEE ST,UTICA,NY,13501,2 yr/Priv,94,         1,        51,   2.0,,93,         3,        60,   5.0,,92,         2,        53,   3.8,,,,F,23,02
025460,TRI-STATE INSTITUTE OF TRADITIONAL,CHINESE ACUPUNCTURE,80 - 8TH AVENUE,NEW YORK,NY,10036,2 yr/Prop,94,         0,        12,   2.0,*,93,         0,        12,   2.0,*,92,         1,        25,   1.9,*,,,F,08,02
024601,"UNIVERSITY OF ROCHESTER, SCHOOL OF",MEDICINE & DENTISTRY,"601 ELWOOD AVE, BOX 601",ROCHESTER,NY,14642,5 yr/Priv,94,         2,       109,   1.8,,93,         3,       127,   2.4,,92,         1,       148,   0.7,,,,B,28,02
002886,ALBANY LAW SCHOOL,,80 NEW SCOTLAND AVENUE,ALBANY,NY,12208,5 yr/Priv,94,         6,       354,   1.7,,93,         3,       330,   0.9,,92,         6,       375,   1.6,,,,F,21,02
002728,HAMILTON COLLEGE,,**,CLINTON,NY,13323,4 yr/Priv,94,         3,       172,   1.7,,93,         3,       225,   1.3,,92,         9,       192,   4.7,,,,F,23,02
002683,SEMINARY OF THE IMMACULATE CONCEPTI,ON,W NECK RD,HUNTINGTON,NY,11743,5 yr/Priv,94,         0,         9,   1.7,*,93,         1,        13,   1.5,*,92,         0,        36,   0.0,,,,F,02,02
002889,UNION COLLEGE,,ADMINISTRATION BUILDING,SCHENECTADY,NY,12308,5 yr/Priv,94,         4,       246,   1.6,,93,         5,       277,   1.8,,92,        10,       324,   3.1,,,,F,21,02
002895,VASSAR COLLEGE,,RAYMOND AVE BOX 12,POUGHKEEPSIE,NY,12601,5 yr/Priv,94,         5,       305,   1.6,,93,        15,       346,   4.3,,92,        20,       370,   5.4,,,,F,19,02
002885,ALBANY COLLEGE OF PHARMACY,,106 NEW SCOTLAND AVE,ALBANY,NY,12208,5 yr/Priv,94,         2,       139,   1.4,,93,         3,       135,   2.2,,92,         1,       125,   0.8,,,,F,21,02
002669,BANK STREET COLLEGE OF EDUCATION,,610 W 112TH ST,NEW YORK,NY,10025,5 yr/Priv,94,         2,       144,   1.4,,93,         6,       106,   5.7,,92,         3,       132,   2.3,,,,B,15,02
026001,GRADUATE SCHOOL OF FIGURATIVE ART (,THE),111 FRANKLIN STREET,NEW YORK,NY,10013,4 yr/Priv,94,         0,        27,   1.3,*,93,         0,        24,   1.5,*,92,         1,        29,   1.9,*,,,F,08,02
021691,PRACTICAL BIBLE COLLEGE,,"400 RIVERSIDE DR, PO BOX 601",BIBLE SCHOOL PARK,NY,13737,3 yr/Priv,94,         0,        26,   1.3,*,93,         1,        28,   2.2,*,92,         0,        24,   2.2,*,,,F,28,02
004828,EASTMAN SCHOOL OF MUSIC,,26 GIBBS STREET,ROCHESTER,NY,14604,5 yr/Priv,94,         2,       165,   1.2,,93,         0,       168,   0.0,,92,         4,       150,   2.7,,,,B,28,02
012277,NEW YORK CHIROPRACTIC COLLEGE,,2360 STATE ROUTE 89,SENECA FALLS,NY,13148,5 yr/Priv,94,         2,       177,   1.1,,93,         8,       244,   3.3,,92,         8,       259,   3.1,,,,F,27,02
004762,CORNELL UNIVERSITY MEDICAL COLLEGE,,1300 YORK AVE,NEW YORK,NY,10021,4 yr/Priv,94,         1,       105,   1.0,,93,         3,       115,   2.6,,92,         3,       126,   2.4,,,,F,14,02
024543,NEW YORK UNIVERSITY MEDICAL CENTER,,550 1ST AVE,NEW YORK,NY,10016,5 yr/Pub,94,         2,       194,   1.0,,93,         3,       143,   2.1,,92,         3,       119,   2.5,,,,F,14,02
002840,SUNY HEALTH SCIENCE CTR SYRACUSE,,750 E ADAMS ST,SYRACUSE,NY,13210,5 yr/Pub,94,         2,       234,   0.9,,93,         4,       229,   1.7,,92,         4,       305,   1.3,,,,F,27,02
023488,ACKERMAN INSTITUTE FOR FAMILY THERA,PY,149 E 78TH ST,NEW YORK,NY,10021,5 yr/Priv,94,         0,         0,   0.0,*,93,         0,         0,   0.0,*,92,         0,         2,   0.0,*,,,F,14,02
005866,ALBANY MEDICAL CENTER SCHL OF CYTOT,ECHNOLOGY,43 NEW SCOTLAND AVE,ALBANY,NY,12208,1 yr/Priv,94,         0,         1,   0.0,*,93,         0,         3,   0.0,*,92,         0,         1,   0.0,*,,,F,23,02
025818,AMERICAN CENTER FOR THE ALEXANDER T,ECHNIQUE,129 W 67TH ST,NEW YORK,NY,10023,3 yr/Priv,94,         0,         6,   0.0,*,93,         0,         5,   0.0,*,92,         0,         2,   0.0,*,,,F,08,02
005168,ARNOT OGDEN MEDICAL CENTER SCH OF R,ADIOLOGIC TECHNOLOGY,600 ROE AVE,ELMIRA,NY,14905,2 yr/Priv,94,         0,         9,   0.0,*,93,         0,        12,   0.0,*,92,         0,        19,   0.0,*,,,B,31,02
