CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
8/15/98,184363,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - SOUTHWEST MEDICAL SERVICES,2105 MERIDIAN,WASHINGTON,IN,47501-0711,
8/15/98,184364,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - GIBSON COUNTY EMS,,PRINCETON,IN,47670-0623,
8/15/98,184365,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - UNION HOSPITAL,1606 NORTH SEVENTH,TERRE HAUTE,IN,47804-2780,
8/15/98,184368,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - VINCENNES TWP. FIRE DEPT.,2701 HART STREET,VINCENNES,IN,47591-9232,
8/15/98,184369,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - EDWARDSPORT FIRE DEPT.,FIRE DEPARTMENT BUILDING,EDWARDSPORT,IN,47528-0000,
8/15/98,184370,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - MONROE CITY - HARRISON TWP. FIRE DEPT.,,MONROE CITY,IN,47557-0166,
8/15/98,184371,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - VINCENNES FIRE DEPARTMENT,928 VIGO STREET,VINCENNES,IN,47591-2836,
8/15/98,184372,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - JOHNSON TWP. FIRE DEPARTMENT,JOHNSON TWP. FIRE DEPARTMENT,DECKER,IN,47524-0000,
8/15/98,184373,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - BICKNELL CITY HALL,119 EAST SECOND,BICKNELL,IN,47512-0000,
8/15/98,184375,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - MARRS TWP. FD (WADESVILLE),3030 SOUTH SAINT PHILLIPS ROAD,MOUNT VERNON,IN,47620-9069,
8/15/00,184302,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - FORT BENJAMIN HARRISON,7250 EAST 75TH STREET,INDIANAPOLIS,IN,46256-1914,
8/15/00,184303,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - ELKHART CAMPUS,1000 ROWE STREET,ELKHART,IN,46516-3101,
8/15/00,184306,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - J W HOLDING COMPANY,5742 FOREST COURT SUITE #015,GARY,IN,46403-1086,
8/15/00,184319,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - NORTHWOOD HIGH SCHOOL,S.R. 19 NORTH,NAPPANEE,IN,46550-0000,
8/15/00,184321,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - GOSHEN HIGH SCHOOL,1 REDSKIN ROAD,GOSHEN,IN,46526-4199,
8/15/00,184322,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - ELKHART MUNICIPAL AIRPORT,1211 WEST C.R. 6,ELKHART,IN,46526-0009,
8/15/00,184323,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - CROWN INTERNATIONAL,1718 WEST MISHAWAKA RD.,ELKHART,IN,46517-1000,
8/15/00,184324,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - THREE RIVERS AMBULANCE AUTHORITY,333 SOUTH CLINTON,FORT WAYNE,IN,46802-1221,
8/15/00,184325,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - BLOOMINGTON HOSPITAL,605 WEST SECOND STREET,BLOOMINGTON,IN,47401-2317,
8/15/00,184326,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - SAINT VINCENT INDIANAPOLIS HOSPITAL,2001 WEST 86TH STREET,INDIANAPOLIS,IN,46240-1991,
8/15/00,184327,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - COMMUNITY HOSPITALS INDIANAPOLIS,1500 NORTH RITTER AVENUE,INDIANAPOLIS,IN,46219-3095,
8/15/00,184328,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - SAINT ELIZABETH HOSPITAL MEDICAL CENTER,1501 HARTFORD STREET,LAFAYETTE,IN,47903-2126,
8/15/00,184329,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - HUNTINGTON MEMORIAL HOSPITAL,1215 ETNA AVENUE,HUNTINGTON,IN,46750-3696,
8/15/00,184330,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - ELKHART GENERAL HOSPITAL,600 EAST BOULEVARD,ELKHART,IN,46514-2499,
8/15/00,184331,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - SAINT FRANCIS HOSPITAL CENTER,1600 ALBANY STREET,BEECH GROVE,IN,46107-1593,
8/15/00,184356,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - LOGO 7,8677 LOGO 7 COURT,INDIANAPOLIS,IN,46219-1431,
8/15/00,184357,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - R.R. DONNELLEY & SONS COMPANY,2801 WEST OLD ROAD 30,WARSAW,IN,46581-0837,
8/15/00,184359,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - ARC,2515 KOTTER AVENUE,EVANSVILLE,IN,47715-8512,
8/15/00,184361,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - PERU HIGH SCHOOL,401 NORTH BROADWAY,PERU,IN,46907-1496,
8/15/00,184366,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - FORT WAYNE HOSPITAL CONSORTIUM,,FORT WAYNE,IN,46860-1724,
8/15/00,184367,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - COMMUNITY 4H BUILDING,4H BUILDING,NEW LEBANON,IN,47864-0000,
8/15/00,184374,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - WHITCO HIGH SCHOOL (WHITLEY CO.),ONE BIG BLUE AVENUE,SOUTH WHITLEY,IN,46787-1499,
8/15/00,256603,WAYNE STATE COLLEGE,WAYNE STATE COLLEGE - ARROWHEAD AREA EDUCATIONAL AGENCIES,1235 5TH STREET,FORT DODGE,IA,50501-3443,
8/15/00,256605,WAYNE STATE COLLEGE,WAYNE STATE COLLEGE - SOUTHERN PRAIRIE AREA EDUCATIONAL AGENCY,2814 NORTH COURT,OTTUMWA,IA,52501-0000,
8/15/01,153533,UNIVERSITY OF FLORIDA,UNIVERSITY OF FLORIDA - NEFEC COLLABORATIVE PGM,FAMILY SERVICE CENTER,STARKE,FL,32091-0000,
8/15/01,184379,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - OWEN VALLEY HIGH SCHOOL,RURAL ROUTE 4  #13,SPENCER,IN,47460-9443,
8/15/01,184380,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - LINTON/STOCKTON HIGH SCHOOL,801 NORTHEAST FIRST STREET,LINTON,IN,47441-1199,
8/15/01,184381,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - GOSHEN HIGH SCHOOL,721 EAST MADISON STREET,GOSHEN,IN,46526-3521,
8/15/01,184382,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - BLOOMFIELD HIGH SCHOOL,WEST SPRING STREET,BLOOMFIELD,IN,47424-1473,
8/15/01,184383,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - GREENSBURG HIGH SCHOOL,1000 EAST CENTRAL AVENUE,GREENSBURG,IN,47240-2231,
8/15/01,184385,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - NORTH VERNON,4805 NORTH SUNSET GLADES BOULEVARD RENTED BUILDING,NORTH VERNON,IN,47265-7357,
8/15/01,2606400,WAYNE STARR SCHOOL OF COSMETOLOGY,WAYNE STARR SCHOOL OF COSMETOLOGY,9220 LAPEER ROAD,DAVISON,MI,48423-1757,
8/15/02,297209,NORTH CAROLINA STATE UNIVERSITY,NORTH CAROLINA STATE UNIVERSITY - CLEVELAND ELEMENTARY SCHOOL,8968 CLEVELAND ROAD,CLAYTON,NC,27520-7134,
8/15/02,500101,EDMONDS COMMUNITY COLLEGE,EDMONDS COMMUNITY COLLEGE - APPLIED TECHLGY TRAINING CENTER,2333 SEAWAY BOULEVARD,EVERETT,WA,98204-5902,
8/15/03,2609901,SER BUSINESS AND TECHNICAL INSTITUTE,SER BUSINESS AND TECHNICAL INSTITUTE,1710 S. LOOMIS,CHICAGO,IL,60608-2129,
8/15/03,3029300,INTERNATIONAL INSTITUTE OF CHINESE MEDICINE,INTERNATIONAL INSTITUTE OF CHINESE MEDICINE,4884 LA JUNTA DEL ALAMO,SANTA FE,NM,87505-9815,
8/15/03,3029301,INTERNATIONAL INSTITUTE OF CHINESE MEDICINE,INTERNATIONAL INSTITUTE OF CHINESE MEDICINE - ALBUQUERQUE,4600 MONTGOMERGY NE BUILDING 1 SUITE 7,ALBERQUERQUE,NM,87109-0000,
8/15/04,3521301,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 14,IVY TECH COMMUNITY COLLEGE OF INDIANA -REGION 14-BLOOMINGTON HOSPITAL,601 WEST 2ND STREET,BLOOMINGTON,IN,47402-2317,
8/15/05,166431,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - J EVERETT LIGHT CAREER CENTER,1901 EAST 86TH STREET,INDIANAPOLIS,IN,46240-2397,
8/15/05,166443,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - VALLEY HIGH SCHOOL,1140 35TH STREET,WEST DES MOINES,IA,50266-2198,
8/15/05,166471,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - DIVINE PROVIDENCE HOSPITAL,1100 GRAMPIAN BOULEVARD,WILLIAMSPORT,PA,17701-1909,
8/15/05,166495,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - SAINT JOSEPH COLLEGE OF NURSING,290 NORTH SPRINGFIELD AVENUE,JOLIET,IL,60435-6510,
8/15/05,304302,CHANCELLOR UNIVERSITY,DAVID N MYERS UNIVERSITY  - BRECKSVILLE ACADEMIC CENTER,8748 BRECKSVILLE ROAD,BRECKSVILLE,OH,44141-1913,
8/15/05,10166459,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - ROBERT MORRIS CENTER,401 SOUTH STATE STREET,CHICAGO,IL,60605-1229,
8/15/05,10166473,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - LIGHT CAREER CENTER,1901 EAST 86TH STREET,INDIANAPOLIS,IN,46240-2347,
8/15/05,10166484,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - EAST JEFFERSON HOSPITAL,4200 HOUMA BOULEVARD,METAIRIE,LA,70006-2970,
8/15/05,10166497,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - SUNRISE HOSPITAL,3186 MARYLAND PARKWAY,LAS VEGAS,NV,89109-2317,
8/15/05,10184305,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - LAWRENCEBURG TN,304 RANDALL STREET,LAWRENCEBURG,TN,38464-2126,
8/15/05,20166431,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - MUNROE REGIONAL MEDICAL CENTER,131 SOUTHWEST 15TH STREET,OCALA,FL,34474-4029,
8/15/06,10184306,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - WISCONSIN,ARTC FORT MCCOY 50 SOUTH O STREET,SPARTA,WI,54656-5137,
8/15/07,113915,CALIFORNIA STATE UNIVERSITY LONG BEACH,CALIFORNIA STATE UNIVERSITY LONG BEACH - LBPATC,7380 EAST CARSON STREET,LONG BEACH,CA,90808-2356,
8/15/07,184358,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - GOODWILL INDUSTRIES,1635 WEST MICHIGAN STREET,INDIANAPOLIS,IN,46222-3899,
8/15/07,184360,VINCENNES UNIVERSITY,VINCENNES UNIVERSITY - GRISSOM AIR FORCE,GRISSOM AIR FORCE BASE U.S. 31,GRISSOM,IN,46975-0000,
8/15/08,113907,CALIFORNIA STATE UNIVERSITY LONG BEACH,CALIFORNIA STATE UNIVERSITY LONG BEACH - TORRANCE,3300 CIVIC CENTER DRIVE,TORRANCE,CA,90503-5015,
8/15/08,318117,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - CADDO KIOWA,ONE CAREER TECH ROAD,FT. COBB,OK,73038-0130,
8/15/08,318136,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - RIVERSIDE BIA,ROUTE 1 HIWAY 281,ANADARKO,OK,73005-5813,
8/15/08,2530705,SEBRING CAREER SCHOOLS,SEBRING CAREER SCHOOLS,7060 BISSONNET,HOUSTON,TX,77074-6010,
8/15/10,946408,TENNESSEE TECHNOLOGY CENTER AT PULASKI,TENNESSEE TECHNOLOGY CENTER AT PULASKI - WEST GAINES EXTENSION CAMPUS,1007 WEST GAINES STREET,LAWRENCEBURG,TN,38464-3138,
8/15/11,2068101,ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY,ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY - INSTITUTE OF FORT WAYNE,1720 BEACON STREET,FORT WAYNE,IN,46805-4749,
8/16/88,2310100,MULTNOMAH COLLEGE OF HAIR DESIGN,MULTNOMAH COLLEGE OF HAIR DESIGN,12303 SE DIVISION STREET,PORTLAND,OR,97233,
8/16/90,2154201,INTERNATIONAL BEAUTY SCHOOL,INTERNATIONAL BEAUTY SCHOOL,7900 NORTH WEST 27TH AVENUE,MIAMI,FL,33147,
8/16/90,2280200,ALMA'S BEAUTY COLLEGE,ALMA'S BEAUTY COLLEGE,11207 EAST JEFFERSON,DETROIT,MI,48214,
8/16/91,420800,FT WAYNE SCHOOL OF RADIOGRAPHY,FT WAYNE SCHOOL OF RADIOGRAPHY,2200 RANDALLIA DRIVE,FT WAYNE,IN,46805,
8/16/91,421400,ST JOSEPH HOSPITAL SCHOOL OF XRAY TECHNOLOGY,ST JOSEPH HOSPITAL SCHOOL OF XRAY TECHNOLOGY,700 BROADWAY,FT WAYNE,IN,46802,
8/16/91,2161503,BAYTOWN TECHNICAL SCHOOL,BRANCH CAMPUS,112 S 6TH,WACO,TX,76701,
8/16/91,2601300,BTS BAYTOWN TECHNICAL SCHOOL HEALTH CAREERS,BTS BAYTOWN TECHNICAL SCHOOL HEALTH CAREERS,112 S 6TH,WACO,TX,76701,
8/16/94,485700,HAMMEL COLLEGE,HAMMEL COLLEGE,750 W MARKET STREET,AKRON,OH,44303,
8/16/96,226012,FERRIS STATE UNIVERSITY,FERRIS STATE UNIVERSITY - MACOMB TRAINING CENTER,28120 DEQUINDER,WARREN,MI,48092-5667,
8/16/96,2119302,PENNSYLVANIA ACADEMY OF COSMETOLOGY ARTS & SCIENCES,PENNSYLVANIA ACADEMY OF COSMETOLOGY - INSTITUTE OF HAIR & NAIL DESIGN,7409-G LITTLE RIVER TURNPIKE,ANNANADALE,VA,22003,
8/16/96,2600700,LAS VEGAS GAMING & TECHNICAL SCHOOL,LAS VEGAS GAMING & TECHNICAL SCHOOL,3030 SOUTH HIGHLAND,LAS VEGAS,NV,89109,
8/16/96,3013500,MA CHERE HAIR STYLING ACADEMY,MA CHERE HAIR STYLING ACADEMY,1010 WEST SYLVANIA AVENUE,TOLEDO,OH,43612,
8/16/98,3114600,WASHINGTON BEAUTY COLLEGE,WASHINGTON BEAUTY COLLEGE,207 EAST MAIN STREET,WASHINGTON,IN,47501-2913,
8/16/02,216040,LESLEY UNIVERSITY,LESLEY UNIVERSITY -,WASHINGTON ELEMENTARY SCHOOL 1401 WASHINGTON STREET,WENATCHEE,WA,98801-2554,
8/16/04,2179915,ARGOSY UNIVERSITY,ARGOSY UNIVERSITY - KAUAI CAMPUS,4473 PAHIA STREET #M,LIHUE,HI,96766-0000,
8/16/06,176765,BENEDICTINE UNIVERSITY,BENEDICTINE UNIVERSITY - WESTGATE ELEMENTARY SCHOOL,500 SOUTH DWYER,ARLINGTON HEIGHTS,IL,60005-0000,
8/16/07,2497305,MILAN INSTITUTE,TRINITY COLLEGE - GOLDEN STATE COLLEGE,934 MISSOURI STREET,FAIRFIELD,CA,94533-6116,
8/16/07,2623801,CORTIVA INSTITUTE - SCOTTSDALE,CORTIVA INSTITUTE - SCHOOL OF MASSAGE THERAPY,10057 NORTH METRO PARKWAY EAST,PHOENIX,AZ,85051-3470,
8/16/10,549802,WICHITA AREA TECHNICAL COLLEGE,WICHITA AREA TECHNICAL COLLEGE - AIRPORT CAMPUS,2021 SOUTH EISENHOWER,WICHITA,KS,67207-2848,
8/16/10,549810,WICHITA AREA TECHNICAL COLLEGE,WICHITA AREA TECHNICAL COLLEGE - AVIATION TECHNICAL CENTER,7603 EAST PAWNEE,WICHITA,KS,67207-3025,
8/17/87,1037220,ADELPHI BUSINESS COLLEGE,ADELPHI BUSINESS COLLEGE,428 C. STREET,SAN DIEGO,CA,0,
8/17/89,2087300,FIRST SCHOOL FOR CAREERS,FIRST SCHOOL FOR CAREERS,110 MAIN AVENUE,PASSAIC PARK,NJ,7055,
8/17/89,2087301,FIRST SCHOOL FOR CAREERS,BRANCH CAMPUS LOCATION,61 CALLE MENDEZ VIGO OESTE,MAYAGUEZ,PR,708,
8/17/89,2087302,FIRST SCHOOL FOR CAREERS,BRANCH CAMPUS LOCATION           1550 AVENIDA PONCE DE LEON,STOP 22 1/2,SANTURCE,PR,907,
8/17/90,2221600,DRET SCHOOL,DRET SCHOOL,1909 EAST MAIN STREET,SPRINGFIELD,OH,45503,
8/17/90,2221608,DRET SCHOOL,AUXILIARY CLASSROOM,MARION ADJUSTMENT CTR,ST MARY,KY,40063,
8/17/90,2221609,DRET SCHOOL,AUXILIARY CLASSROOM HUMAN REHABILITATION CTR,1613 GETTYSBURG AVE,DAYTON,OH,45408,
8/17/90,2221610,DRET SCHOOL,AUXILIARY CLASSROOM,2720 E MAIN ST,SPRINGFIELD,OH,45503,
8/17/90,2221612,DRET SCHOOL,EXTENSION,900 SYCAMORE ST,CINCINNATI,OH,45202,
8/17/92,2289100,WKG TV VIDEO ELECTRONIC COLLEGE,WKG TV VIDEO ELECTRONIC COLLEGE,9357 INTERLINE,BATON ROUGE,LA,70809,
8/17/93,2137400,COSMETOLOGY TRAINING CENTER,COSMETOLOGY TRAINING CENTER,149 EAST THOMPSON,WEST ST PAUL,MN,55118,
8/17/94,2185000,DEACONESS HOSPITAL SCHOOL OF MEDICAL TECHLGY,DEACONESS HOSPITAL SCHOOL OF MEDICAL TECHLGY,800 WEST 5TH AVENUE,SPOKANE,WA,99210,
8/17/96,2116100,NATIONAL SHAKESPEARE CONSERVATORY,NATIONAL SHAKESPEARE CONSERVATORY,P.O. BOX 2007,NEW YORK,NY,10013,
8/17/98,2200000,ARIZONA COLLEGE OF THE BIBLE,ARIZONA COLLEGE OF THE BIBLE,1718 WEST MARYLAND AVENUE,PHOENIX,AZ,85015-1701,
8/17/01,507200,NEW YORK UNITED HOSPITAL SCHOOL OF RADIOLOGY,NEW YORK UNITED HOSPITAL SCHOOL OF RADIOLOGY,406 BOSTON POST ROAD,PORT CHESTER,NY,10573-7300,
8/17/02,1221101,ALGONQUIN COLLEGE OF APPLIED ARTS & TECHNOLOGY,ALOGONQUIN COLLEGE OF APPLIED ARTS AND TECHNOLOGY - RIDEAU CAMPUS,200 LEES AVENUE,OTTAWA,,,CANADA
8/17/06,976903,METROPOLITAN COLLEGE OF NEW YORK,METROPOLITAN COLLEGE OF NEW YORK - BRONX EXTENSION CENTER,529 COURTLANDT AVENUE,BRONX,NY,10451-5007,
8/17/07,377518,EASTERN WASHINGTON UNIVERSITY,EASTERN WASHINGTON UNIVERSITY - KENT SCHOOL DISTRICT #415 OFFICE,12003 SE 256TH,KENT,WA,98031-6643,
8/17/07,3471400,NORTH CENTRAL INDUSTRIAL TECHNICAL EDUCATION CENTER,NORTH CENTRAL INDUSTRIAL TECHNICAL EDUCATION CENTER,653 MONTMORENCI ROAD,RIDGWAY,PA,15853-9708,
8/17/08,407242,NORTHWOOD UNIVERSITY,NORTHWOOD UNIVERSITY - DETROIT OUTREACH CENTER,ONE HERITAGE CENTER SUITE 260,SOUTHGATE,MI,48195-3094,
8/17/09,227007,HENRY FORD COMMUNITY COLLEGE,HENRY FORD COMMUNITY COLLEGE - HENRY FORD HEALTH SYSTEM,ONE FORD PLACE,DETROIT,MI,48202-3450,
8/18/88,2331101,CAREER OPPORTUNITIES SCHOOL,CAREER OPPORTUNITIES SCHOOL - ACCREDITED: 062387,1238 LAS VEGAS BOULEVARD SOUTH,LAS VEGAS,NV,89104,
8/18/89,855400,ROBERTS WALSH BUSINESS SCHOOL,ROBERTS WALSH BUSINESS SCHOOL,2343 MORRIS AVE,UNION,NJ,7083,
8/18/89,2164102,MTI BUSINESS SCHOOLS (CLOSED),BRANCH CAMPUS,27 S 12TH ST,PHILADELPHIA,PA,19107,
8/18/89,2256100,AMERICAN CAREER SCHOOLS,AMERICAN CAREER SCHOOLS,1707-8 VETERANS HIGHWAY,CENTRAL ISLIP,NY,11722,
8/18/90,2092608,PTC CAREER INSTITUTE,PTC CAREER INSTITUTE,2523 GWYNNS FALLS PARKWAY,BALTIMORE,MD,21216-0000,
8/18/90,2286303,CAROLINA BEAUTY COLLEGE,CAROLINA BEAUTY COLLEGE,CLOVERDLEAF PLAZA,CONCORD,NC,28025,
8/18/92,2125700,HELENA DYE & FLANARY BEAUTY COLLEGE,HELENA DYE & FLANARY BEAUTY COLLEGE,1808 8TH AVENUE SOUTH,NASHVILLE,TN,37203,
8/18/92,2125701,HELENA DYE & FLANARY BEAUTY COLLEGE,NEW DIMENSIONS ACDMY OF HAIR DESIGN,2418 GALLATIN RD,MADISON,TN,37115,
8/18/94,2062000,ABC TECHNICAL & TRADE SCHOOLS,ABC TECHNICAL & TRADE SCHOOLS,3761 EAST AVIATION HIGHWAY,TUCSON,AZ,85713,
8/18/95,2300300,BRANDYWINE BEAUTY ACADEMY,BRANDYWINE BEAUTY ACADEMY,2018 NAAMANS RD,WILMINGTON,DE,19810,
8/18/00,1221102,ALGONQUIN COLLEGE OF APPLIED ARTS & TECHNOLOGY,ALGONQUIN COLLEGE OF APPLIED ARTS & TECHNOLOGY - CARLETON PLACE CAMPUS,84 MILL STREET,CARLETON PLACE,,,CANADA
8/18/02,10166411,UNIVERSITY OF SAINT FRANCIS,UNIVERSITY OF SAINT FRANCIS - NEWHALL MEMORIAL HOSPITAL,23845 MCBEAN PARKWAY,VALENCIA,CA,91355-2001,
8/18/05,176728,BENEDICTINE UNIVERSITY,BENEDICTINE UNIVERSITY -,C/O HOLIDAY INN 506 W. HARRISON STREET,CHICAGO,IL,60607-0000,
8/18/06,377511,EASTERN WASHINGTON UNIVERSITY,EASTERN WASHINGTON UNIVERSITY - SPOKANE (6),2917 WEST FT. GEORGE WRIGHT DRIVE,SPOKANE,WA,99224-5202,
8/18/06,377513,EASTERN WASHINGTON UNIVERSITY,EASTERN WASHINGTON UNIVERSITY - WALLA WALLA,364 SOUTH PARK,WALLA WALLA,WA,99362-3249,
8/18/07,2179912,ARGOSY UNIVERSITY,ARGOSY UNIVERSITY  -  SAVANNAH CAMPUS,4700 WATERS AVENUE,SAVANNAH,GA,31405-0000,
8/18/09,325965,EASTERN UNIVERSITY,EASTERN UNIVERSITY -  DRUG INFORMATION ASSOCIATION,800 ENTERPRISE ROAD SUITE #200,HORSHAM,PA,19044-3508,
8/18/09,384225,CONCORDIA UNIVERSITY - WISCONSIN,CONCORDIA UNIVERSITY - WISCONSIN - WAUKESHA NORTH HIGH SCHOOL,2222 MICHIGAN AVENUE,WAUKESHA,WI,53188-3158,
8/18/09,384230,CONCORDIA UNIVERSITY - WISCONSIN,CONCORDIA UNIVERSITY - WISCONSIN - RICHLAND CENTER HIGH SCHOOL,1996 HIGHWAY 14 WEST,RICHLAND CENTER,WI,53581-9801,
8/18/09,384233,CONCORDIA UNIVERSITY - WISCONSIN,CONCORDIA UNIVERSITY - WISCONSIN - KENNEDY MIDDLE SCHOOL,WEST 160 NORTH 11836 CRUSADER COURT,GERMANTOWN,WI,53022-2635,
8/18/09,1043902,SOUTHWEST TENNESSEE COMMUNITY COLLEGE,SOUTHWEST TENNESSEE COMMUNITY COLLEGE - SOUTHEAST CENTER,5396 MENDENHALL SQUARE MALL,MEMPHIS,TN,38115-5396,
8/19/88,2312700,BERKELEY SCHOOL OF MOUNT LAUREL (THE) (CLOSED),BERKELEY SCHOOL OF MOUNT LAUREL (THE) (CLOSED),8000 A COMMERCE PKY,MOUNT LAUREL,NJ,8054,
8/19/91,728701,BRAZOSPORT COLLEGE,BRAZOSPORT COLLEGE - TEXAS DEPARTMENT OF CORRECTIONS,CLEMENTS UNIT,BRAZORIA,TX,77422-1077,
8/19/91,728702,BRAZOSPORT COLLEGE,BRAZOSPORT COLLEGE - TEXAS DEPARTMENT OF CORRECTIONS,RETRIEVE UNIT,ANGLETON,TX,77515-8505,
8/19/91,2251104,HEALTH CARE TRAINING INSTITUTE,HEALTH CARE TRAINING INSTITUTE,560 KING STREET,CHARLESTON,SC,29402,
8/19/91,2520902,AMERICAN BARTENDERS SCHOOL,AMERICAN BARTENDERS SCHOOL,801 MOTOR PARKWAY,HAUPPAUGE,NY,11788,
8/19/93,968300,SACRED HEART HOSPITAL SCHOOL OF PRACTICAL NURSING,SACRED HEART HOSPITAL SCHOOL OF PRACTICAL NURSING,1500 DEKALB STREET,NORRISTOWN,PA,19401,
8/19/94,2494600,CHENIER,CHENIER,6300 RICHMOND AVE STE 300,HOUSTON,TX,77057,
8/19/99,2599707,VATTEROTT COLLEGE,VATTEROTT COLLEGE - GILLESPIE,109 EAST MAPLE STREET,GILLESPIE,IL,62033-0000,
8/19/01,221111,SPRINGFIELD COLLEGE,SPRINGFIELD COLLEGE-SCHOOL OF HUMAN SERVICES,GARDINE-CARSON YMCA 1000 ARTESIA BLVD.,GARDINA,CA,90248-0000,
8/19/03,176720,BENEDICTINE UNIVERSITY,BENEDICTINE UNIVERSITY -,C/O VISION OF RESTORATION 902 WEST MADISON,MAYWOOD,IL,60153-0000,
8/19/04,380209,WESTERN WASHINGTON UNIVERSITY,WESTERN WASHINGTON UNIVERSITY - SOUTH SEATTLE COMMUNITY COLLEGE,6000 16TH AVENUE SOUTHWEST,SEATTLE,WA,98106-1499,
8/19/05,380213,WESTERN WASHINGTON UNIVERSITY,WESTERN WASHINGTON UNIVERSITY - ANACORTES SCHOOL DISTRICT,2200 M AVENUE,ANACORTES,WA,98221-3794,
8/19/08,358602,LUBBOCK CHRISTIAN UNIVERSITY,LUBBOCK CHRISTIAN UNIVERSITY -,1001 BIRDWELL LANE,BIG SPRING,TX,79720-5015,
8/19/08,3291300,BUSINESS SKILLS INSTITUTE A DEPARTMENT OF THE EDUCATION CENTER,BUSINESS SKILLS INSTITUTE A DEPARTMENT OF THE EDUCATION CENTER,1013 WEST CHEYENNE DRIVE,EVANSTON,WY,82930-0000,
8/19/12,358500,LON MORRIS COLLEGE,LON MORRIS COLLEGE,800 COLLEGE AVENUE,JACKSONVILLE,TX,75766-2900,
8/20/87,1318600,MANSFIELD BEAUTY ACADEMY OF MAINE,MANSFIELD BEAUTY ACADEMY OF MAINE,624 CONGRESS STREET PO BOX 4335,PORTLAND,ME,4101,
8/20/87,2243100,AMS COLLEGE HOME STUDY DIVISION,AMS COLLEGE HOME STUDY DIVISION,2526 VICTORIA DRIVE WEST,ALPINE,CA,92001,
8/20/90,344400,PALMER COLLEGE,PALMER COLLEGE,1700 LAUREL STREET,COLUMBIA,SC,29201,
